loan_id,customer_code,customer_name,employment_status,monthly_income,principal,annual_interest_rate,term_months,application_date,approval_date,disbursement_date,due_date,status,eligibility_score,purpose,total_repaid,outstanding_penalties
532,CUS-0170,Lillian Lungu,Student,1579.0,20900.0,15.0,12,2026-04-03,,,,Rejected,45.0,Emergency needs,0,0
533,CUS-0063,Eunice Chanda,Other,489.0,11200.0,24.0,3,2026-06-11,,,,Rejected,45.0,Equipment purchase,0,0
534,CUS-0077,Victor Mutale,Student,2254.0,29300.0,10.0,18,2025-11-22,,,,Rejected,45.0,Emergency needs,0,0
535,CUS-0068,Memory Banda,Unemployed,2767.0,6800.0,20.0,24,2026-02-18,,,,Pending,80.34,Farm inputs,0,0
536,CUS-0165,Peter Mumbula,Self-Employed,15931.0,5600.0,24.0,9,2026-06-27,2026-07-04,2026-07-08,2027-04-04,Disbursed,97.19,Farm inputs,752.88,0
537,CUS-0085,Mercy Chanda,Other,1679.0,2800.0,12.0,18,2025-11-27,2025-11-30,,,Approved,86.66,Farm inputs,0,0
538,CUS-0177,Memory Ngoma,Retired,3069.0,14300.0,24.0,24,2025-12-01,2025-12-07,2025-12-10,2027-11-30,Disbursed,62.72,Business expansion,3866.32,0
539,CUS-0069,James Mwelwa,Self-Employed,3266.0,20500.0,24.0,24,2025-10-02,2025-10-06,,,Approved,49.79,Medical expenses,0,0
540,CUS-0122,Sibamba Chilufya,Unemployed,1632.0,15100.0,15.0,6,2025-10-21,,,,Pending,45.0,School fees,0,0
541,CUS-0217,James Chilufya,Self-Employed,21516.0,10200.0,18.0,36,2023-06-17,2023-06-18,2023-06-21,2026-06-05,Overdue,91.21,Business expansion,8524.62,143.67
542,CUS-0091,Brian Mbewe,Business Owner,5309.0,6700.0,24.0,18,2026-01-23,2026-01-29,2026-01-30,2027-07-24,Disbursed,89.9,House renovation,1632.81,0
543,CUS-0074,Mercy Mumba,Business Owner,21042.0,15100.0,10.0,18,2025-12-05,2025-12-11,2025-12-12,2027-06-05,Completed,94.26,Personal development,17365.0,0
544,CUS-0108,Gabriel Musonda,Employed,15667.0,5900.0,10.0,6,2026-02-10,2026-02-16,2026-02-17,2026-08-16,Disbursed,96.99,Business expansion,3986.71,0
545,CUS-0067,Adrian Kabwe,Employed,17513.0,29300.0,20.0,3,2025-12-01,2025-12-02,2025-12-02,2026-03-02,Disbursed,86.62,Farm inputs,2785.44,0
546,CUS-0206,Joshua Banda,Unemployed,2031.0,22300.0,12.0,3,2026-01-31,,,,Pending,45.0,Business expansion,0,0
547,CUS-0131,Agnes Nyirenda,Other,2547.0,3600.0,24.0,24,2026-05-16,2026-05-20,2026-05-22,2028-05-11,Disbursed,88.69,Personal development,438.56,0
548,CUS-0140,Agnes Mbewe,Unemployed,4506.0,6300.0,12.0,18,2026-04-28,2026-05-02,2026-05-05,2027-10-27,Completed,88.81,Farm inputs,7434.0,0
549,CUS-0074,Mercy Mumba,Business Owner,21042.0,12400.0,12.0,9,2026-02-02,2026-02-07,2026-02-08,2026-11-05,Completed,95.29,Personal development,13516.0,0
550,CUS-0072,James Lungu,Unemployed,4133.0,24500.0,20.0,12,2025-12-16,2025-12-17,,,Approved,52.58,Equipment purchase,0,0
551,CUS-0062,Victor Zulu,Employed,24654.0,27700.0,15.0,6,2026-01-13,2026-01-18,2026-01-20,2026-07-19,Overdue,91.01,House renovation,14306.11,309.43
552,CUS-0107,Peter Zulu,Retired,6997.0,27500.0,20.0,3,2026-01-07,,,,Pending,68.56,Medical expenses,0,0
553,CUS-0090,Grace Chilufya,Business Owner,18847.0,5500.0,12.0,9,2026-07-27,2026-07-30,,,Approved,97.67,Equipment purchase,0,0
554,CUS-0044,Eunice Zulu,Employed,17567.0,28000.0,10.0,18,2024-11-22,2024-11-26,2024-11-30,2026-05-24,Overdue,87.25,Emergency needs,1610.26,611.79
555,CUS-0033,Agnes Musonda,Student,4069.0,8700.0,15.0,36,2026-01-31,2026-02-05,2026-02-06,2029-01-21,Disbursed,77.9,Personal development,1399.18,0
556,CUS-0131,Agnes Nyirenda,Other,2547.0,29100.0,18.0,36,2026-06-13,,,,Rejected,40.0,House renovation,0,0
557,CUS-0194,Caroline Chilufya,Employed,5391.0,10200.0,20.0,12,2025-06-15,2025-06-17,2025-06-20,2026-06-15,Overdue,84.86,Equipment purchase,3780.85,0
558,CUS-0172,Joshua Sakala,Business Owner,13164.0,12200.0,18.0,3,2025-12-19,,,,Rejected,92.59,Emergency needs,0,0
559,CUS-0034,Sibamba Mwila,Other,4269.0,1900.0,18.0,24,2026-01-30,2026-01-31,2026-02-03,2028-01-24,Disbursed,96.44,Working capital,816.45,0
560,CUS-0142,Memory Chilufya,Retired,6495.0,16400.0,15.0,9,2026-06-15,2026-06-21,2026-06-23,2027-03-20,Disbursed,79.8,Farm inputs,11728.95,0
561,CUS-0018,Adrian Mwila,Self-Employed,22455.0,3000.0,24.0,18,2026-04-04,2026-04-09,,,Approved,98.93,Equipment purchase,0,0
562,CUS-0022,Victor Kabwe,Unemployed,201.0,14000.0,10.0,12,2026-05-31,,,,Rejected,45.0,Business expansion,0,0
563,CUS-0098,Lillian Musonda,Retired,6369.0,15200.0,24.0,3,2025-09-19,2025-09-23,2025-09-24,2025-12-23,Disbursed,80.91,Emergency needs,9787.44,0
564,CUS-0082,Victor Banda,Unemployed,2052.0,25000.0,10.0,9,2025-12-19,,,,Rejected,45.0,Medical expenses,0,0
565,CUS-0115,Kelvin Banda,Employed,19867.0,28200.0,15.0,18,2026-02-25,2026-03-02,2026-03-02,2027-08-24,Disbursed,88.64,Working capital,7350.73,0
566,CUS-0024,James Nyirenda,Other,4239.0,15200.0,18.0,12,2026-02-15,2026-02-19,,,Approved,71.31,Working capital,0,0
567,CUS-0085,Mercy Chanda,Other,1679.0,18100.0,12.0,36,2025-10-03,2025-10-08,,,Approved,40.0,School fees,0,0
568,CUS-0152,Brian Chilufya,Student,1728.0,6600.0,20.0,9,2026-06-12,2026-06-14,,,Approved,69.44,House renovation,0,0
569,CUS-0086,Eunice Nyirenda,Student,4708.0,1800.0,12.0,12,2026-06-28,,,,Rejected,96.94,House renovation,0,0
570,CUS-0029,Grace Chanda,Unemployed,3271.0,19200.0,10.0,9,2026-07-03,,,,Rejected,53.04,Farm inputs,0,0
571,CUS-0104,Eunice Nyirenda,Student,1091.0,5000.0,18.0,18,2025-01-29,2025-01-30,2025-02-02,2026-07-27,Overdue,63.34,School fees,2327.1,80.46
572,CUS-0182,Gabriel Zulu,Employed,4884.0,1700.0,10.0,6,2026-06-20,2026-06-27,2026-06-27,2026-12-24,Disbursed,97.22,School fees,1027.46,0
573,CUS-0179,Lillian Banda,Retired,5869.0,26300.0,12.0,36,2025-11-30,,,,Pending,59.15,Emergency needs,0,0
574,CUS-0210,Peter Mutale,Other,2293.0,25900.0,10.0,18,2026-03-08,,,,Rejected,45.0,Vehicle repair,0,0
575,CUS-0187,Agnes Sakala,Unemployed,4539.0,19600.0,10.0,6,2026-03-18,2026-03-19,2026-03-21,2026-09-17,Disbursed,65.45,Business expansion,8205.56,0
576,CUS-0130,Agnes Sakala,Unemployed,4220.0,12600.0,18.0,3,2025-10-08,2025-10-10,,,Approved,76.11,House renovation,0,0
577,CUS-0111,Gabriel Mumbula,Self-Employed,15029.0,22200.0,18.0,36,2026-04-07,,,,Pending,83.18,House renovation,0,0
578,CUS-0203,Lillian Lungu,Business Owner,5076.0,8300.0,24.0,36,2023-06-20,2023-06-27,2023-06-28,2026-06-12,Overdue,81.92,Emergency needs,6609.31,153.33
579,CUS-0187,Agnes Sakala,Unemployed,4539.0,26000.0,24.0,3,2026-05-21,,,,Rejected,54.17,Emergency needs,0,0
580,CUS-0136,Caroline Ngoma,Business Owner,22554.0,8400.0,15.0,6,2026-01-28,2026-01-31,2026-02-02,2026-08-01,Overdue,97.02,Farm inputs,3294.92,114.7
581,CUS-0094,Agnes Mumbula,Other,798.0,18600.0,20.0,12,2026-01-18,,,,Rejected,45.0,House renovation,0,0
582,CUS-0075,Victor Musonda,Other,1204.0,1800.0,20.0,18,2025-09-29,2025-10-05,2025-10-07,2027-03-31,Disbursed,88.04,Emergency needs,602.28,0
583,CUS-0050,Lillian Mulenga,Self-Employed,13107.0,15200.0,24.0,18,2026-06-07,2026-06-09,2026-06-11,2027-12-03,Completed,90.72,School fees,20672.0,0
584,CUS-0086,Eunice Nyirenda,Student,4708.0,3800.0,10.0,3,2026-02-14,,,,Rejected,93.54,House renovation,0,0
585,CUS-0201,Peter Zulu,Employed,14339.0,17700.0,10.0,9,2025-10-07,,,,Pending,90.12,Vehicle repair,0,0
586,CUS-0109,Joshua Mwila,Student,4898.0,22700.0,18.0,24,2026-04-01,2026-04-05,2026-04-08,2028-03-28,Completed,62.92,Vehicle repair,30872.0,0
587,CUS-0033,Agnes Musonda,Student,4069.0,16000.0,10.0,6,2026-01-02,2026-01-09,2026-01-10,2026-07-09,Disbursed,68.54,Emergency needs,9963.96,0
588,CUS-0194,Caroline Chilufya,Employed,5391.0,28900.0,10.0,9,2025-10-07,,,,Rejected,57.11,Emergency needs,0,0
589,CUS-0124,Natasha Phiri,Unemployed,2946.0,11300.0,24.0,3,2025-11-27,2025-11-28,2025-12-02,2026-03-02,Completed,69.31,Farm inputs,11978.0,0
590,CUS-0063,Eunice Chanda,Other,489.0,8600.0,20.0,18,2025-12-11,,,,Pending,45.0,Working capital,0,0
591,CUS-0218,Victor Mumba,Other,4155.0,24200.0,20.0,12,2026-01-16,,,,Rejected,53.41,Personal development,0,0
592,CUS-0186,Memory Mumbula,Employed,5400.0,24400.0,10.0,9,2025-10-01,,,,Pending,63.85,House renovation,0,0
593,CUS-0127,Thandiwe Musonda,Self-Employed,10090.0,2000.0,15.0,24,2026-06-26,2026-06-28,2026-06-29,2028-06-18,Disbursed,98.41,Farm inputs,1757.67,0
594,CUS-0217,James Chilufya,Self-Employed,21516.0,1400.0,24.0,9,2025-12-21,,,,Pending,99.48,Business expansion,0,0
595,CUS-0086,Eunice Nyirenda,Student,4708.0,16300.0,24.0,24,2026-05-10,,,,Rejected,72.3,Working capital,0,0
596,CUS-0134,Thandiwe Lungu,Self-Employed,8875.0,10000.0,24.0,24,2026-06-16,2026-06-21,2026-06-23,2028-06-12,Completed,90.99,Business expansion,14800.0,0
597,CUS-0115,Kelvin Banda,Employed,19867.0,28000.0,15.0,18,2026-05-05,,,,Pending,88.73,House renovation,0,0
598,CUS-0184,Peter Nyirenda,Other,1806.0,21200.0,20.0,36,2025-09-21,,,,Rejected,40.0,School fees,0,0
599,CUS-0111,Gabriel Mumbula,Self-Employed,15029.0,5400.0,10.0,24,2025-10-11,,,,Pending,97.13,Business expansion,0,0
600,CUS-0178,Eunice Musonda,Other,2670.0,4700.0,18.0,24,2024-05-07,2024-05-12,2024-05-16,2026-05-06,Overdue,85.92,Personal development,1707.89,93.68
601,CUS-0116,James Phiri,Retired,7262.0,15600.0,12.0,12,2026-03-12,2026-03-19,2026-03-22,2027-03-17,Disbursed,82.81,Personal development,10670.43,0
602,CUS-0037,Victor Musonda,Business Owner,20949.0,25300.0,15.0,36,2026-03-09,2026-03-14,2026-03-18,2029-03-02,Disbursed,85.34,Vehicle repair,8664.53,0
603,CUS-0202,Adrian Mumbula,Other,2986.0,23900.0,15.0,24,2026-01-29,,,,Rejected,45.0,Personal development,0,0
604,CUS-0097,Agnes Mulenga,Unemployed,3533.0,2200.0,12.0,36,2026-03-25,2026-03-31,2026-04-02,2029-03-17,Disbursed,90.02,Equipment purchase,692.49,0
605,CUS-0214,Gabriel Banda,Retired,3163.0,4700.0,20.0,3,2025-12-23,2025-12-25,2025-12-27,2026-03-27,Completed,88.11,Farm inputs,4935.0,0
606,CUS-0191,Eunice Mbewe,Self-Employed,23417.0,29300.0,12.0,18,2025-11-28,2025-12-05,2025-12-09,2027-06-02,Disbursed,89.99,Personal development,23211.94,0
607,CUS-0062,Victor Zulu,Employed,24654.0,21200.0,24.0,6,2026-03-11,2026-03-14,2026-03-14,2026-09-10,Disbursed,93.12,Working capital,4531.33,0
608,CUS-0197,James Ngoma,Self-Employed,11716.0,4900.0,24.0,24,2025-11-15,2025-11-18,2025-11-20,2027-11-10,Disbursed,96.65,School fees,3897.58,0
609,CUS-0009,Brian Phiri,Student,3065.0,20500.0,24.0,3,2026-05-16,,,,Pending,46.49,Business expansion,0,0
610,CUS-0131,Agnes Nyirenda,Other,2547.0,1200.0,15.0,24,2025-09-30,,,,Pending,96.23,Farm inputs,0,0
611,CUS-0113,Sibamba Musonda,Business Owner,24673.0,15900.0,20.0,12,2026-04-01,2026-04-03,2026-04-04,2027-03-30,Disbursed,94.84,Personal development,10056.46,0
612,CUS-0134,Thandiwe Lungu,Self-Employed,8875.0,7600.0,18.0,18,2025-11-22,,,,Pending,93.15,Farm inputs,0,0
613,CUS-0215,Chola Phiri,Student,4384.0,17600.0,12.0,3,2025-11-19,,,,Rejected,67.88,Farm inputs,0,0
614,CUS-0068,Memory Banda,Unemployed,2767.0,28400.0,20.0,9,2025-09-29,,,,Rejected,45.0,House renovation,0,0
615,CUS-0005,Caroline Mumba,Employed,24146.0,13300.0,20.0,12,2026-01-26,,,,Pending,95.59,Equipment purchase,0,0
616,CUS-0069,James Mwelwa,Self-Employed,3266.0,2300.0,12.0,9,2025-10-15,2025-10-18,2025-10-22,2026-07-19,Disbursed,94.37,Working capital,1631.89,0
617,CUS-0108,Gabriel Musonda,Employed,15667.0,18600.0,15.0,18,2026-03-12,2026-03-17,2026-03-18,2027-09-09,Disbursed,90.5,House renovation,4220.71,0
618,CUS-0037,Victor Musonda,Business Owner,20949.0,24500.0,15.0,24,2026-07-06,,,,Pending,90.64,House renovation,0,0
619,CUS-0128,Mercy Nyirenda,Other,19.0,900.0,12.0,12,2026-01-18,,,,Pending,45.0,Equipment purchase,0,0
620,CUS-0142,Memory Chilufya,Retired,6495.0,20000.0,20.0,12,2025-10-31,2025-11-07,2025-11-10,2026-11-05,Disbursed,75.37,Emergency needs,11524.24,0
621,CUS-0181,Caroline Mumbula,Business Owner,15005.0,3400.0,24.0,6,2025-12-05,2025-12-08,2025-12-10,2026-06-08,Overdue,98.19,Emergency needs,1283.6,50.49
622,CUS-0053,Peter Tembo,Self-Employed,9727.0,22900.0,20.0,36,2026-04-05,2026-04-11,2026-04-11,2029-03-26,Completed,76.17,Business expansion,36640.0,0
623,CUS-0091,Brian Mbewe,Business Owner,5309.0,5700.0,10.0,3,2025-12-16,2025-12-22,2025-12-25,2026-03-25,Disbursed,91.41,Farm inputs,390.79,0
624,CUS-0155,James Mutale,Self-Employed,24524.0,25500.0,10.0,12,2026-03-02,2026-03-08,2026-03-11,2027-03-06,Disbursed,91.68,House renovation,13300.57,0
625,CUS-0164,James Ngoma,Other,3509.0,26100.0,15.0,36,2025-11-03,,,,Pending,40.0,House renovation,0,0
626,CUS-0114,Gabriel Mumbula,Employed,19085.0,26700.0,24.0,3,2026-06-16,2026-06-19,2026-06-20,2026-09-18,Completed,88.81,Equipment purchase,28302.0,0
627,CUS-0100,Agnes Mutale,Retired,5834.0,27600.0,12.0,18,2026-05-01,2026-05-08,2026-05-08,2027-10-30,Completed,62.15,Medical expenses,32568.0,0
628,CUS-0062,Victor Zulu,Employed,24654.0,19300.0,15.0,24,2026-02-06,,,,Pending,93.74,Emergency needs,0,0
629,CUS-0175,Joshua Nyirenda,Business Owner,11175.0,21100.0,18.0,12,2025-10-21,2025-10-22,2025-10-25,2026-10-20,Disbursed,84.89,Working capital,10542.05,0
630,CUS-0197,James Ngoma,Self-Employed,11716.0,7100.0,12.0,36,2026-01-03,2026-01-10,2026-01-12,2028-12-27,Disbursed,90.15,Business expansion,2107.09,0
631,CUS-0074,Mercy Mumba,Business Owner,21042.0,9100.0,20.0,12,2025-11-09,2025-11-12,2025-11-13,2026-11-08,Disbursed,96.54,House renovation,6269.44,0
632,CUS-0025,Ruth Mutale,Other,2.0,12700.0,24.0,24,2025-09-17,,,,Rejected,45.0,Working capital,0,0
633,CUS-0095,Gabriel Chilufya,Employed,9230.0,16600.0,24.0,36,2023-06-01,2023-06-05,2023-06-09,2026-05-24,Overdue,80.61,Equipment purchase,6631.55,438.41
634,CUS-0014,Chola Chilufya,Business Owner,12953.0,10800.0,10.0,18,2026-04-28,,,,Pending,93.33,Vehicle repair,0,0
635,CUS-0078,Sibamba Lungu,Other,1310.0,7300.0,15.0,3,2025-09-12,2025-09-16,,,Approved,55.42,Medical expenses,0,0
636,CUS-0091,Brian Mbewe,Business Owner,5309.0,12800.0,20.0,12,2025-11-15,2025-11-17,2025-11-18,2026-11-13,Disbursed,80.71,Equipment purchase,7608.94,0
637,CUS-0143,Eunice Tembo,Employed,21854.0,29400.0,10.0,9,2026-04-08,,,,Pending,89.24,Vehicle repair,0,0
638,CUS-0007,Kelvin Kabwe,Employed,4533.0,18000.0,20.0,9,2026-07-10,,,,Pending,68.23,Working capital,0,0
639,CUS-0143,Eunice Tembo,Employed,21854.0,10700.0,24.0,18,2025-10-02,2025-10-06,,,Approved,96.08,Equipment purchase,0,0
640,CUS-0075,Victor Musonda,Other,1204.0,17000.0,20.0,9,2025-12-06,,,,Rejected,45.0,Farm inputs,0,0
641,CUS-0164,James Ngoma,Other,3509.0,1700.0,18.0,18,2026-05-24,2026-05-29,2026-06-02,2027-11-24,Disbursed,96.12,Emergency needs,235.38,0
642,CUS-0025,Ruth Mutale,Other,2.0,27500.0,10.0,36,2026-01-02,,,,Rejected,40.0,Medical expenses,0,0
643,CUS-0170,Lillian Lungu,Student,1579.0,27300.0,15.0,3,2025-10-21,,,,Rejected,45.0,Emergency needs,0,0
644,CUS-0161,Chola Kabwe,Employed,4780.0,10000.0,15.0,6,2026-05-10,2026-05-11,2026-05-15,2026-11-11,Completed,83.26,Equipment purchase,10750.0,0
645,CUS-0053,Peter Tembo,Self-Employed,9727.0,25100.0,15.0,9,2026-05-27,2026-05-29,2026-05-30,2027-02-24,Disbursed,79.36,School fees,10294.84,0
646,CUS-0083,Ruth Chanda,Employed,14412.0,16900.0,18.0,12,2026-06-22,2026-06-28,2026-07-02,2027-06-27,Disbursed,90.62,Farm inputs,6794.23,0
647,CUS-0048,Thandiwe Mumba,Retired,4708.0,24000.0,24.0,36,2026-04-22,,,,Rejected,54.22,Farm inputs,0,0
648,CUS-0143,Eunice Tembo,Employed,21854.0,20300.0,18.0,6,2025-12-03,2025-12-10,2025-12-10,2026-06-08,Disbursed,92.57,Working capital,8615.65,0
649,CUS-0019,Lillian Tembo,Student,3780.0,19800.0,20.0,18,2025-11-23,,,,Rejected,58.1,Emergency needs,0,0
650,CUS-0144,Brian Chilufya,Business Owner,5832.0,8300.0,24.0,24,2026-02-23,,,,Pending,88.61,Business expansion,0,0
